Query_number,doc_number
1093231,165543
894610,53435
894610,431506
894610,40639
873250,231546
873250,489560
873250,202444
1026098,337816
1026098,412756
1026098,205303
948452,415964
948452,106044
948452,279802
224314,314720
224314,275576
224314,70657
1039195,459429
1039195,395692
1039195,394683
891082,99999
891082,1
891082,10
917489,56045
917489,300221
917489,365012
321918,28552
321918,400040
321918,447172
859274,474924
859274,127290
859274,256402
972699,214559
972699,465056
972699,48591
944245,394647
944245,137630
944245,145681
983438,99999
983438,1
983438,10
109647,342164
109647,1375
109647,162832
1093202,478796
1093202,118814
1093202,384381
1046952,477975
1046952,399730
1046952,67500
1093200,285746
1093200,453904
1093200,288782
1093196,250234
1093196,286166
1093196,442776
793475,20187
793475,189162
793475,430014
844390,384440
844390,328552
844390,61290
1093181,258408
1093181,219575
1093181,202904
1093179,320216
1093179,78551
1093179,9368
1057476,99999
1057476,1
1057476,10
129228,99999
129228,1
129228,10
1093172,233213
1093172,493425
1093172,132883
960265,384547
960265,46360
960265,192190
254652,179049
254652,93801
254652,75275
80712,496862
80712,10071
80712,439352
809933,353512
809933,244965
809933,356815
971213,129159
971213,448280
971213,435064
803306,37778
803306,471036
803306,442976
1048565,137863
1048565,484280
1048565,293958
839878,37664
839878,305927
839878,44334
946428,112822
946428,431051
946428,307566
766769,316696
766769,461033
766769,17871
910818,242438
910818,93572
910818,232163
339934,96770
339934,280358
339934,279514
1093142,300591
1093142,383394
1093142,246534
1022577,361197
1022577,438786
1022577,394357
1093128,249723
1093128,479193
1093128,293560
831962,258408
831962,219575
831962,202904
788851,99999
788851,1
788851,10
872347,185589
872347,460700
872347,8582
796056,99999
796056,1
796056,10
130034,99999
130034,1
130034,10
1093112,258408
1093112,386155
1093112,219575
971653,453461
971653,406997
971653,156260
788702,99999
788702,1
788702,10
803599,21515
803599,160311
803599,245078
1093104,450177
1093104,11453
1093104,191433
827801,164352
827801,473151
827801,181936
786857,143871
786857,457262
786857,128689
777297,99999
777297,1
777297,10
206806,40639
206806,102272
206806,11272
989108,118274
989108,379524
989108,310651
1093096,297196
1093096,388714
1093096,464326
74328,108250
74328,489904
74328,259789
1101552,417181
1101552,10670
1101552,258320
1093094,453904
1093094,141839
1093094,254286
42568,125844
42568,69857
42568,117412
866101,318439
866101,131590
866101,438779
820267,199285
820267,383680
820267,282443
362016,77169
362016,344392
362016,67747
262280,234336
262280,446885
262280,317914
1046648,136196
1046648,132770
1046648,487593
155041,63753
155041,222817
155041,139987
841521,119372
841521,29435
841521,30814
1093064,453904
1093064,141839
1093064,254286
840061,99999
840061,1
840061,10
965578,501484
965578,16795
965578,311694
1093042,285475
1093042,65522
1093042,86359
1061994,339893
1061994,181242
1061994,445590
983499,82310
983499,51395
983499,439337
810680,280150
810680,390786
810680,141225
1093038,253131
1093038,217160
1093038,95125
879869,164914
879869,180279
879869,280120
1093031,453904
1093031,141839
1093031,254286
839528,327164
839528,405458
839528,212470
861169,140913
861169,262746
861169,87741
818819,169532
818819,65746
818819,207058
914637,433773
914637,367672
914637,183404
975775,309045
975775,290285
975775,400809
1101535,339761
1101535,453495
1101535,37794
958311,99999
958311,1
958311,10
957607,222844
957607,199839
957607,14941
1093006,384633
1093006,418410
1093006,209866
28352,324365
28352,234878
28352,80654
1070412,159376
1070412,380863
1070412,78619
870348,209243
870348,34365
870348,380187
338917,54308
338917,486142
338917,491089
800987,99999
800987,1
800987,10
895263,39554
895263,165625
895263,346814
1092996,455178
1092996,316316
1092996,48197
977770,40483
977770,443571
977770,138150
820973,201144
820973,259417
820973,478732
61531,40757
61531,340191
61531,397704
134239,368660
134239,255373
134239,321130
855546,312874
855546,686
855546,415646
892454,283544
892454,448009
892454,432659
57270,180389
57270,168882
57270,322512
890532,205224
890532,459522
890532,432482
875796,497914
875796,47754
875796,273215
979133,42883
979133,144090
979133,202953
1010537,44783
1010537,74088
1010537,175006
994112,149545
994112,449379
994112,257230
1092984,483192
1092984,463197
1092984,154308
778857,481444
778857,116201
778857,358822
1101531,490379
1101531,174932
1101531,3220
941865,73664
941865,496924
941865,398658
1029016,56571
1029016,9960
1029016,120853
1092978,45011
1092978,383783
1092978,207526
824000,479300
824000,149945
824000,319597
22231,185934
22231,311593
22231,419387
1037104,179527
1037104,188188
1037104,356328
924895,258408
924895,219575
924895,202904
368728,196694
368728,97376
368728,238233
1092952,90951
1092952,329960
1092952,301126
908154,367507
908154,201850
908154,169795
762652,253410
762652,3004
762652,164625
862345,99999
862345,1
862345,10
920717,151915
920717,375204
920717,31339
943190,485838
943190,381108
943190,500961
862856,483025
862856,387819
862856,483879
10264,367526
10264,408197
10264,71554
978605,99999
978605,1
978605,10
242863,402634
242863,354196
242863,345719
1092930,292502
1092930,180405
1092930,313026
872081,296551
872081,334862
872081,85128
853882,110548
853882,44393
853882,106693
1010277,10808
1010277,27341
1010277,113691
1092919,61039
1092919,6472
1092919,424979
778095,481659
778095,104286
778095,34852
1092911,258408
1092911,219575
1092911,202904
822937,431868
822937,154326
822937,14045
91722,176318
91722,301367
91722,134044
837681,210228
837681,112394
837681,449632
161828,98222
161828,3798
161828,15137
987660,427453
987660,360839
987660,79775
837202,196638
837202,383387
837202,307083
810324,479132
810324,501584
810324,279275
283344,162257
283344,57429
283344,423204
889104,485143
889104,446346
889104,56960
25294,40639
25294,102272
25294,11272
839128,418425
839128,169011
839128,199979
782549,159038
782549,318273
782549,414760
1056548,224870
1056548,466959
1056548,459341
794469,99999
794469,1
794469,10
779674,99999
779674,1
779674,10
903479,175269
903479,499062
903479,490897
934964,411813
934964,334585
934964,154608
1092865,436446
1092865,268456
1092865,257536
1005163,337316
1005163,433128
1005163,492755
919913,151730
919913,240116
919913,400934
1092863,199567
1092863,36893
1092863,220653
761096,501180
761096,137014
761096,321781
1018525,356924
1018525,4436
1018525,462610
991894,99999
991894,1
991894,10
1021907,130042
1021907,367822
1021907,426695
944194,469693
944194,86767
944194,135866
1092858,108618
1092858,321426
1092858,204324
1037826,99999
1037826,1
1037826,10
109819,482447
109819,386072
109819,168213
993234,100158
993234,491697
993234,237232
1059820,485504
1059820,425917
1059820,377042
819618,295736
819618,95787
819618,492067
1024312,290477
1024312,289139
1024312,417891
1092832,81926
1092832,351534
1092832,423487
1092822,24641
1092822,368685
1092822,46808
2798,99999
2798,1
2798,10
166403,485143
166403,446346
166403,56960
893275,40639
893275,102272
893275,387453
766272,99999
766272,1
766272,10
809556,31178
809556,226561
809556,82919
359040,165923
359040,424378
359040,275718
801907,487200
801907,52234
801907,267877
348136,349594
348136,464429
348136,278409
1092796,176671
1092796,318886
1092796,200185
776080,99999
776080,1
776080,10
878959,54162
878959,135921
878959,385531
1092792,246171
1092792,355434
1092792,325721
991590,99999
991590,1
991590,10
1092791,453904
1092791,141839
1092791,254286
874914,300240
874914,5069
874914,318742
993107,288309
993107,71398
993107,114804
839137,122715
839137,184089
839137,194478
809798,244706
809798,422013
809798,298012
904007,329198
904007,447916
904007,415192
948797,68654
948797,68703
948797,159400
795991,99999
795991,1
795991,10
999555,99999
999555,1
999555,10
817349,246675
817349,181236
817349,433260
96602,99999
96602,1
96602,10
979054,485657
979054,353603
979054,421255
70504,499519
70504,200771
70504,196120
980633,99999
980633,1
980633,10
960437,325637
960437,409214
960437,90208
783687,476237
783687,296796
783687,227799
782696,76870
782696,349766
782696,249363
809909,396511
809909,274810
809909,200870
1092759,102502
1092759,476269
1092759,253511
1092757,459128
1092757,374199
1092757,75953
786009,99999
786009,1
786009,10
1092756,155983
1092756,414245
1092756,397213
341736,65107
341736,90598
341736,436027
930483,99999
930483,1
930483,10
783098,380792
783098,444417
783098,198995
1040684,133784
1040684,211596
1040684,340374
855050,106842
855050,356275
855050,221209
956403,501302
956403,433332
956403,454348
881723,467428
881723,354455
881723,175388
856568,11176
856568,387502
856568,233859
1033912,115527
1033912,373723
1033912,358690
994918,190350
994918,184213
994918,394179
1092738,343129
1092738,17099
1092738,212676
823203,59318
823203,404292
823203,151745
1072506,437409
1072506,180803
1072506,204400
1075156,275580
1075156,5336
1075156,500339
929046,383946
929046,58386
929046,18475
953351,372231
953351,415632
953351,2240
1092724,350748
1092724,312638
1092724,76972
1003006,81982
1003006,434305
1003006,265312
69871,50233
69871,238476
69871,6039
111377,172668
111377,32429
111377,238230
968608,201583
968608,404256
968608,185507
791223,199567
791223,36893
791223,220653
865518,350967
865518,453883
865518,437574
1092715,354694
1092715,164227
1092715,140751
789037,99999
789037,1
789037,10
866251,260852
866251,4234
866251,412801
1079868,308152
1079868,496548
1079868,350256
897789,40
897789,293406
897789,441173
922398,500974
922398,453422
922398,55738
844211,199285
844211,383680
844211,282443
846082,457941
846082,324018
846082,239123
952452,146968
952452,75520
952452,31397
922335,121760
922335,326350
922335,356142
869348,211811
869348,64787
869348,305437
992652,99999
992652,1
992652,10
967106,297196
967106,388714
967106,192615
926019,418181
926019,103143
926019,35597
985644,375304
985644,418811
985644,53350
902657,6532
902657,69150
902657,398027
880527,163740
880527,170609
880527,412583
1092665,199060
1092665,500691
1092665,84721
766804,73378
766804,106873
766804,128424
950355,378249
950355,487153
950355,419139
1063177,135350
1063177,31580
1063177,243909
1101503,29356
1101503,148430
1101503,264399
190601,336798
190601,427383
190601,254702
924398,335066
924398,104736
924398,492602
1078920,5990
1078920,370794
1078920,84958
1092643,153446
1092643,89695
1092643,54119
300246,496539
300246,67317
300246,382129
762558,220072
762558,148843
762558,95642
999028,108712
999028,201656
999028,404778
885153,16377
885153,367564
885153,446802
924567,38015
924567,288475
924567,449650
837467,99999
837467,1
837467,10
850957,87145
850957,440456
850957,402944
913579,258769
913579,107212
913579,112034
272605,332934
272605,463361
272605,319538
891565,18658
891565,305020
891565,143148
935358,261008
935358,274171
935358,207454
63548,82956
63548,185344
63548,314311
884533,152247
884533,25721
884533,270096
1092605,490911
1092605,135734
1092605,65771
144285,285001
144285,360256
144285,397392
278606,240964
278606,406906
278606,216311
1078187,390039
1078187,166034
1078187,323426
260853,364089
260853,184717
260853,47484
1060616,413347
1060616,220495
1060616,131026
1038592,99999
1038592,1
1038592,10
780613,199285
780613,383680
780613,282443
1026372,283334
1026372,200822
1026372,323814
941219,112822
941219,431051
941219,307566
969750,270568
969750,377066
969750,214559
913568,364272
913568,428577
913568,341762
1052717,40639
1052717,102272
1052717,11272
887395,27148
887395,159438
887395,50872
1023363,109467
1023363,21702
1023363,334406
1092557,495529
1092557,399418
1092557,460144
1092551,458718
1092551,245765
1092551,370855
354222,382342
354222,223833
354222,153238
320025,62016
320025,383423
320025,266142
807880,245225
807880,235478
807880,298784
869759,463958
869759,77205
869759,395082
1092543,355168
1092543,202261
1092543,27609
960302,379607
960302,13574
960302,411372
1043702,248248
1043702,114685
1043702,290470
1092528,118169
1092528,217897
1092528,79856
943170,127745
943170,442878
943170,463038
72485,261537
72485,122556
72485,318256
888988,468950
888988,116553
888988,55405
1092522,462366
1092522,461696
1092522,3046
1092517,315513
1092517,416549
1092517,294498
944451,315821
944451,354364
944451,73961
1043413,65436
1043413,30705
1043413,488569
908069,385668
908069,492430
908069,431534
1040353,338150
1040353,397167
1040353,380830
320970,135701
320970,13942
320970,103173
823549,53350
823549,136199
823549,183547
1003875,63246
1003875,189567
1003875,50426
885081,454026
885081,117721
885081,219471
796812,420647
796812,498531
796812,207397
1092484,407399
1092484,419652
1092484,112440
937427,455061
937427,250086
937427,126699
984499,152357
984499,323189
984499,245979
196720,315370
196720,473005
196720,189711
915769,236711
915769,162504
915769,440908
1092482,453904
1092482,141839
1092482,254286
974808,286108
974808,188235
974808,27489
998381,335806
998381,442172
998381,51591
1050007,201149
1050007,468173
1050007,490746
792688,99999
792688,1
792688,10
1102335,71044
1102335,500079
1102335,107254
333579,450415
333579,6627
333579,98145
1092474,483220
1092474,191451
1092474,92502
885308,89865
885308,385124
885308,174047
842223,264144
842223,372208
842223,28715
1092470,271507
1092470,469095
1092470,313521
322345,124635
322345,450575
322345,172777
999637,99999
999637,1
999637,10
865476,372770
865476,424813
865476,21493
135464,99999
135464,1
135464,10
1031456,108248
1031456,353305
1031456,27300
896931,372008
896931,50582
896931,149650
914707,226500
914707,27099
914707,389793
915762,156692
915762,441441
915762,26413
1044041,412036
1044041,326460
1044041,405418
1092450,400544
1092450,114137
1092450,132470
167371,67830
167371,241466
167371,269919
820161,160839
820161,70379
820161,369267
1028742,382796
1028742,22418
1028742,77980
1078491,99999
1078491,1
1078491,10
1092441,172796
1092441,406258
1092441,78951
766238,163740
766238,170609
766238,412583
894161,190561
894161,156692
894161,441441
885986,194121
885986,453770
885986,210251
859669,99999
859669,1
859669,10
1069556,202447
1069556,299450
1069556,338806
862640,484318
862640,211684
862640,342282
962731,347777
962731,153072
962731,210380
370316,49151
370316,128882
370316,187028
897981,126813
897981,248170
897981,486391
1050747,299402
1050747,494019
1050747,74492
1092422,336605
1092422,142138
1092422,119812
914406,138181
914406,115588
914406,473775
1092417,41161
1092417,413055
1092417,273269
860655,99999
860655,1
860655,10
1092416,258408
1092416,219575
1092416,202904
970152,99999
970152,1
970152,10
1005678,30080
1005678,231803
1005678,136785
339501,241054
339501,391368
339501,262180
882002,199541
882002,57670
882002,364612
1028652,210696
1028652,445622
1028652,63882
1092394,99999
1092394,1
1092394,10
891498,44539
891498,138237
891498,396221
909048,392540
909048,100270
909048,180279
1092391,99999
1092391,1
1092391,10
255633,206329
255633,130171
255633,59246
1017348,394638
1017348,314563
1017348,283330
782426,354028
782426,212447
782426,100684
782079,486171
782079,367514
782079,484397
865971,374674
865971,442961
865971,424443
160808,179422
160808,361913
160808,111586
767248,46720
767248,71642
767248,359679
910150,101887
910150,348993
910150,375376
875986,498422
875986,69271
875986,105590
999261,99999
999261,1
999261,10
945535,474235
945535,87187
945535,10618
990197,411922
990197,363872
990197,134987
1092348,443124
1092348,276623
1092348,247785
1039361,427552
1039361,492732
1039361,13561
952658,335982
952658,91770
952658,214824
1050253,377981
1050253,327266
1050253,411423
78418,350611
78418,172810
78418,429958
991064,534
991064,29443
991064,120158
914368,138181
914368,115588
914368,473775
1038685,199487
1038685,294502
1038685,263306
900450,258408
900450,219575
900450,202904
990481,99999
990481,1
990481,10
1025348,57153
1025348,434149
1025348,105877
914771,188659
914771,482077
914771,407477
814282,99999
814282,1
814282,10
850820,435924
850820,480576
850820,344961
905707,184352
905707,263926
905707,213610
1092327,13238
1092327,11972
1092327,346238
840532,69996
840532,152093
840532,123243
212303,139948
212303,21669
212303,291082
823596,426306
823596,325505
823596,476459
762761,99999
762761,1
762761,10
1058165,38977
1058165,411490
1058165,114745
999610,190402
999610,233964
999610,4562
1092311,55229
1092311,243654
1092311,206047
1040507,141412
1040507,139483
1040507,246058
877453,56122
877453,299967
877453,30264
998093,337312
998093,211035
998093,329830
979787,279706
979787,126211
979787,55999
872632,99999
872632,1
872632,10
975997,99999
975997,1
975997,10
789292,161076
789292,228365
789292,392055
1039346,134219
1039346,285967
1039346,42111
1079785,83164
1079785,337663
1079785,39531
886332,173685
886332,410588
886332,261072
116431,189985
116431,14038
116431,25449
303790,34533
303790,37035
303790,397596
984434,99999
984434,1
984434,10
1071722,500321
1071722,428308
1071722,271585
928753,314888
928753,228647
928753,148817
796383,99999
796383,1
796383,10
860942,99999
860942,1
860942,10
940386,374635
940386,254582
940386,91932
1064518,402668
1064518,255039
1064518,269022
1092263,36923
1092263,14710
1092263,163359
170581,361061
170581,412438
170581,400992
1092258,258408
1092258,219575
1092258,202904
267566,223113
267566,463119
267566,214257
1092257,258408
1092257,219575
1092257,202904
73106,284191
73106,474136
73106,320920
909547,325192
909547,471002
909547,284634
1000097,99999
1000097,1
1000097,10
952445,160906
952445,176524
952445,164582
854085,410249
854085,246875
854085,388508
995825,407250
995825,440451
995825,30515
951820,315701
951820,422953
951820,66372
882141,259394
882141,391900
882141,384347
1028555,323168
1028555,307939
1028555,283588
1092238,262223
1092238,322064
1092238,235217
297019,284522
297019,280263
297019,153046
69789,331216
69789,99884
69789,264673
1092237,790
1092237,191996
1092237,70590
1092236,297131
1092236,122351
1092236,178428
1024599,305439
1024599,253430
1024599,499985
1065448,83387
1065448,369240
1065448,471683
1057270,249053
1057270,385964
1057270,178217
953274,92391
953274,401412
953274,205620
801059,367455
801059,302990
801059,478389
814699,118032
814699,164174
814699,7203
1025188,160402
1025188,86705
1025188,264052
1033580,253587
1033580,335548
1033580,439518
1080419,121815
1080419,404478
1080419,239315
128178,486577
128178,56330
128178,217912
760817,357712
760817,34505
760817,87213
1101466,85318
1101466,201606
1101466,385914
995443,362535
995443,178774
995443,230595
863187,99999
863187,1
863187,10
902919,246355
902919,446219
902919,198312
877845,173327
877845,76961
877845,97761
1092203,185954
1092203,76368
1092203,99472
770167,274804
770167,126201
770167,264736
1049200,490181
1049200,95622
1049200,198085
879747,166508
879747,105606
879747,194387
912961,330112
912961,315913
912961,38526
808528,483293
808528,425820
808528,376107
991241,143332
991241,132406
991241,488915
935952,493895
935952,239387
935952,227218
1092176,497490
1092176,295663
1092176,467861
916901,219799
916901,6449
916901,425396
930293,329458
930293,379424
930293,62886
83458,302500
83458,66817
83458,313783
1092168,108930
1092168,237569
1092168,78467
1073721,468421
1073721,326477
1073721,83138
878840,397190
878840,70717
878840,115399
1092165,440280
1092165,178850
1092165,447215
776609,99999
776609,1
776609,10
1092161,181489
1092161,478653
1092161,97356
855725,364905
855725,18103
855725,474759
798945,125099
798945,268728
798945,83078
1058425,222389
1058425,129633
1058425,216991
1092143,99999
1092143,1
1092143,10
1031999,39888
1031999,498821
1031999,302647
1062457,191181
1062457,53961
1062457,271798
761388,299824
761388,124591
761388,288341
846806,451238
846806,95567
846806,201875
72809,229922
72809,468187
72809,319503
922389,403623
922389,288612
922389,260229
948351,214559
948351,465056
948351,48591
1056950,201149
1056950,78512
1056950,468173
1039495,245783
1039495,190782
1039495,14637
1003334,411813
1003334,334585
1003334,154608
990010,99999
990010,1
990010,10
908316,376646
908316,235961
908316,230851
889289,99999
889289,1
889289,10
47270,336519
47270,222882
47270,184119
777519,364612
777519,57670
777519,116159
1070728,185913
1070728,442799
1070728,166037
1092120,357712
1092120,34505
1092120,87213
917536,474235
917536,87187
917536,10618
1057446,189787
1057446,338679
1057446,299638
849596,161687
849596,157285
849596,195635
997533,135368
997533,255661
997533,386044
805900,280528
805900,107307
805900,65989
822649,383349
822649,279140
822649,149118
840445,80591
840445,321437
840445,66337
996653,371849
996653,225937
996653,274242
1071270,122759
1071270,268240
1071270,359372
931940,13917
931940,400731
931940,378468
828596,80886
828596,71157
828596,397613
1092095,357712
1092095,34505
1092095,87213
889046,366489
889046,170195
889046,471840
1092093,451567
1092093,217167
1092093,434572
937578,179372
937578,2741
937578,79615
1014911,427453
1014911,360839
1014911,79775
975495,231949
975495,68462
975495,233390
813953,199060
813953,500691
813953,84721
828779,195630
828779,195616
828779,82555
908237,390873
908237,186444
908237,202961
156723,21023
156723,135047
156723,306551
887392,27148
887392,159438
887392,50872
1101448,494576
1101448,193530
1101448,432594
926980,429016
926980,323848
926980,458163
947974,297196
947974,388714
947974,192615
868487,74021
868487,273351
868487,399335
911605,29169
911605,214719
911605,378521
900696,52769
900696,36674
900696,365840
1007875,474683
1007875,79007
1007875,332750
900062,239654
900062,427575
900062,324785
831784,123329
831784,496701
831784,372663
259763,112859
259763,187416
259763,199422
801478,99999
801478,1
801478,10
54307,169771
54307,82334
54307,386677
783781,20187
783781,189162
783781,430014
1040461,98259
1040461,311563
1040461,276901
1092042,453904
1092042,141839
1092042,254286
760908,99999
760908,1
760908,10
838453,27698
838453,381002
838453,21028
977952,485838
977952,381108
977952,500961
1052948,30400
1052948,255535
1052948,248071
849245,446876
849245,60423
849245,48744
820899,21246
820899,158448
820899,16740
1019830,185589
1019830,460700
1019830,8582
1101443,122843
1101443,495424
1101443,156125
887398,249284
887398,477063
887398,483762
1042399,99999
1042399,1
1042399,10
1092029,476988
1092029,214727
1092029,237216
788431,197040
788431,364051
788431,160523
992340,99999
992340,1
992340,10
839488,60271
839488,276003
839488,41362
1092023,148141
1092023,328152
1092023,387234
26079,500833
26079,469432
26079,129949
845790,99999
845790,1
845790,10
73119,339090
73119,1024
73119,69781
187818,472636
187818,204592
187818,451720
224548,293135
224548,377080
224548,25713
1102330,112269
1102330,389169
1102330,439561
1092007,260229
1092007,144493
1092007,292975
786937,215784
786937,8970
786937,167495
907127,431041
907127,72179
907127,140608
930621,244967
930621,479515
930621,268760
776517,36202
776517,479443
776517,47053
847726,500321
847726,355421
847726,29187
17586,437126
17586,290385
17586,134640
1021554,332414
1021554,244834
1021554,409789
792847,249946
792847,149913
792847,210624
776700,278116
776700,249110
776700,23660
907538,24485
907538,26813
907538,332203
806688,493478
806688,229057
806688,2948
798883,257561
798883,163920
798883,351351
786375,99999
786375,1
786375,10
1091983,199848
1091983,82403
1091983,259952
1001108,448145
1001108,190386
1001108,372213
899212,99999
899212,1
899212,10
1091973,99999
1091973,1
1091973,10
143849,103698
143849,247248
143849,461827
942354,423728
942354,275609
942354,282933
842272,184408
842272,4987
842272,31256
935707,259604
935707,321262
935707,196037
1001381,461330
1001381,103792
1001381,30578
813899,499316
813899,251809
813899,262693
874876,301095
874876,113860
874876,402079
257018,445840
257018,434231
257018,88860
1043587,335458
1043587,367546
1043587,496318
989647,154735
989647,443339
989647,12512
157580,119545
157580,265078
157580,407067
155700,185954
155700,418916
155700,76368
1091941,99999
1091941,1
1091941,10
848432,471057
848432,49410
848432,472345
893789,243280
893789,229090
893789,366235
890890,138610
890890,8074
890890,203333
119089,51685
119089,64179
119089,148674
775355,99999
775355,1
775355,10
114573,72462
114573,410819
114573,411876
880766,68425
880766,207973
880766,84544
924047,434149
924047,105877
924047,272625
860573,99999
860573,1
860573,10
102627,180229
102627,250450
102627,181587
825147,162257
825147,57429
825147,423204
989099,37664
989099,305927
989099,44334
1011003,431950
1011003,394142
1011003,39305
1075713,109029
1075713,380731
1075713,118940
782381,495729
782381,170398
782381,205991
824542,244321
824542,102471
824542,29510
960566,355687
960566,96683
960566,348239
990784,277230
990784,159590
990784,121923
1076030,44780
1076030,236624
1076030,288278
860078,213492
860078,464484
860078,169626
874299,386916
874299,29451
874299,257581
810660,488215
810660,483394
810660,261175
1057488,160917
1057488,286849
1057488,87632
1059646,214559
1059646,465056
1059646,48591
1091850,447571
1091850,117178
1091850,377761
1014115,357712
1014115,34505
1014115,87213
794625,99999
794625,1
794625,10
780993,266173
780993,117707
780993,329700
1059619,133784
1059619,211596
1059619,125278
854862,248582
854862,95838
854862,43439
1091833,295795
1091833,173533
1091833,66869
931772,234558
931772,486875
931772,197870
1066116,332699
1066116,230981
1066116,59202
200062,159376
200062,380863
200062,78619
922024,99999
922024,1
922024,10
974670,270568
974670,377066
974670,214559
885433,224923
885433,36013
885433,129838
825583,99999
825583,1
825583,10
962443,159953
962443,408483
962443,488207
870544,286273
870544,290456
870544,484707
769630,452812
769630,288244
769630,464262
800652,99999
800652,1
800652,10
900599,355613
900599,337756
900599,180665
803237,390510
803237,283806
803237,392402
846291,179778
846291,279281
846291,295870
815243,99999
815243,1
815243,10
244011,313637
244011,46439
244011,366961
1079141,63555
1079141,301239
1079141,292502
829425,490379
829425,3220
829425,174932
936182,228281
936182,220699
936182,360080
98847,182976
98847,122479
98847,40513
927989,292588
927989,23055
927989,319372
189174,226561
189174,31178
189174,199904
785176,65436
785176,30705
785176,488569
1065118,463119
1065118,214257
1065118,141491
841919,40639
841919,102272
841919,11272
906126,42769
906126,404703
906126,140
775457,341333
775457,435272
775457,304989
1091765,55960
1091765,347758
1091765,16951
1006922,276747
1006922,275576
1006922,80886
991419,138150
991419,168158
991419,243455
1046750,137863
1046750,484280
1046750,293958
1048876,388585
1048876,361476
1048876,118741
351820,433464
351820,309749
351820,214265
947466,69258
947466,190685
947466,409214
287912,103578
287912,604
287912,251764
963788,371474
963788,389158
963788,207319
830551,32879
830551,276487
830551,18037
766301,461123
766301,412677
766301,121525
986325,94739
986325,497308
986325,327218
1091749,99999
1091749,1
1091749,10
1006987,99999
1006987,1
1006987,10
771314,413055
771314,239260
771314,170598
842070,99999
842070,1
842070,10
1052421,65768
1052421,336768
1052421,176358
994941,99999
994941,1
994941,10
842596,187059
842596,225317
842596,12774
837740,99999
837740,1
837740,10
115833,435220
115833,254040
115833,477177
963564,430111
963564,283
963564,298100
982348,99999
982348,1
982348,10
830531,134267
830531,32536
830531,267121
1062603,130572
1062603,446496
1062603,356008
1056482,432725
1056482,181851
1056482,193582
1005500,500321
1005500,355421
1005500,161476
773858,65436
773858,30705
773858,488569
1021241,324630
1021241,369061
1021241,310694
59084,408824
59084,106028
59084,486706
1091719,272299
1091719,322272
1091719,99494
822585,408824
822585,486706
822585,106028
765147,160468
765147,437082
765147,52548
802634,392889
802634,191480
802634,474322
987657,368660
987657,255373
987657,321130
1042676,51490
1042676,337953
1042676,410306
1091692,77169
1091692,67747
1091692,198104
868410,385145
868410,3345
868410,281039
1091690,328107
1091690,280754
1091690,77169
214771,402850
214771,438997
214771,460134
1091688,413347
1091688,131026
1091688,316407
810210,384031
810210,199200
810210,31953
849142,328125
849142,132524
849142,397551
1091681,386502
1091681,478532
1091681,320798
803861,99999
803861,1
803861,10
874691,394930
874691,440049
874691,8593
888777,494003
888777,377857
888777,386120
1048995,99999
1048995,1
1048995,10
372674,98845
372674,106299
372674,399736
842221,99999
842221,1
842221,10
1091667,77169
1091667,67747
1091667,198104
909273,341963
909273,226696
909273,88827
1091665,158347
1091665,217512
1091665,200884
913286,462802
913286,207503
913286,340003
761032,59042
761032,284578
761032,251654
1056850,99999
1056850,1
1056850,10
1091661,77169
1091661,67747
1091661,198104
1091659,495822
1091659,197574
1091659,160366
1091654,78540
1091654,77169
1091654,67747
898686,358388
898686,377897
898686,78879
1065032,101828
1065032,364851
1065032,186418
938066,441670
938066,409493
938066,284121
985653,104383
985653,247524
985653,54134
896383,21181
896383,114119
896383,68685
1091643,77169
1091643,67747
1091643,198104
928567,293871
928567,457566
928567,176400
837372,63634
837372,173300
837372,95750
1091633,478013
1091633,302369
1091633,244662
824920,490420
824920,231498
824920,174106
1091630,77169
1091630,67747
1091630,198104
824938,419038
824938,295676
824938,216006
1031118,501180
1031118,58970
1031118,321781
873914,254460
873914,318825
873914,217316
987720,99999
987720,1
987720,10
935364,268018
935364,31467
935364,97617
1037341,99999
1037341,1
1037341,10
1044755,199824
1044755,30247
1044755,294911
1004493,12048
1004493,255802
1004493,369992
800243,437764
800243,53247
800243,378197
1091595,281076
1091595,98240
1091595,470562
859229,356766
859229,136704
859229,443393
771170,106407
771170,97006
771170,46072
1091576,83303
1091576,376323
1091576,268494
770604,99999
770604,1
770604,10
1091569,258408
1091569,219575
1091569,202904
897240,306211
897240,483548
897240,98401
58234,199567
58234,36893
58234,220653
891719,355858
891719,287388
891719,304185
955117,255797
955117,460647
955117,448986
918324,481307
918324,32868
918324,264290
1024950,115197
1024950,28234
1024950,190419
905479,42028
905479,306187
905479,259343
196963,276943
196963,188104
196963,430059
864507,99999
864507,1
864507,10
933946,124862
933946,52106
933946,451874
964577,426001
964577,376177
964577,233667
852179,194043
852179,47378
852179,58389
128633,43084
128633,350856
128633,285697
842333,73654
842333,84087
842333,208619
989644,162160
989644,433690
989644,406438
1014697,429148
1014697,109627
1014697,307200
161117,280748
161117,168365
161117,385130
834848,354353
834848,220771
834848,62067
1091529,489073
1091529,313666
1091529,440084
7968,455942
7968,331990
7968,56596
1015766,121475
1015766,248740
1015766,328646
257335,84647
257335,450234
257335,151593
1029681,99999
1029681,1
1029681,10
145569,290425
145569,83468
145569,287638
1091522,137455
1091522,394498
1091522,125573
818842,169532
818842,65746
818842,207058
1091520,37664
1091520,305927
1091520,44334
831302,36973
831302,151318
831302,239635
1091513,99999
1091513,1
1091513,10
